IncidentCode,SupplierID,SupplierName,Region,SupplierCategory,ReliabilityScore,WarehouseLocation,ShipmentStatus,DeliveryDelayDays,TransportationCost,InventoryLevel,DemandForecast,IncidentCategory,Title,Description,Severity,ImpactScore,OccurredAt,ResolutionStatus
INC-00179,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,62.46,"Los Angeles, USA",On-Time,0.0,31655.44,4964.01,1046.7,demand,Demand surge exceeds Southeast Asia Textiles capacity,"Q-on-Q demand has increased by 48%, exceeding current supply agreements with Southeast Asia Textiles.",low,1.99,2026-02-23,open
INC-00180,SUP-003,EuroLogistics Partners,Europe,Logistics,83.21,"Houston, USA",On-Time,1.62,27664.26,430.76,1081.63,inventory,Low inventory alert — EuroLogistics Partners components,Stock levels for Logistics components from EuroLogistics Partners have dropped below reorder point. Current: 431 units vs demand forecast: 1082 units.,high,5.77,2025-10-06,open
INC-00181,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,57.56,"Tokyo, Japan",Critical,14.45,44616.05,1681.23,1405.47,shipment,Transportation cost spike on Asia-Pacific routes,Freight costs from Asia-Pacific increased by 17% due to fuel surcharges and carrier capacity constraints.,critical,8.46,2026-05-01,open
INC-00182,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,65.07,"São Paulo, Brazil",In-Transit,6.91,38832.76,2480.49,2345.93,shipment,Port congestion affecting Southeast Asia Textiles shipments,"Congestion at São Paulo, Brazil port is causing 7-day delays for all Southeast Asia Textiles shipments.",medium,3.23,2025-10-04,in_progress
INC-00183,SUP-004,NorAm Supply Chain,North America,Packaging,59.74,"Houston, USA",On-Time,3.95,38130.77,2772.99,3816.72,inventory,Low inventory alert — NorAm Supply Chain components,Stock levels for Packaging components from NorAm Supply Chain have dropped below reorder point. Current: 2773 units vs demand forecast: 3817 units.,medium,4.64,2026-01-24,closed
INC-00184,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,59.73,"Chicago, USA",In-Transit,5.13,18050.13,1300.77,701.16,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Southeast Asia Textiles. Compliance timeline: 30 days.,medium,3.8,2026-01-04,in_progress
INC-00185,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,52.49,Singapore,In-Transit,5.17,21055.06,4482.73,2193.93,supplier,Southeast Asia Textiles reliability score degradation,"Supplier Southeast Asia Textiles has shown a pattern of late deliveries over the past 30 days, averaging 5.2 days behind schedule.",medium,4.29,2026-04-24,open
INC-00186,SUP-010,Bay Area Tech Supplies,North America,Electronics,90.48,Singapore,On-Time,1.87,23179.74,3775.78,3866.3,inventory,Stockout risk for Electronics components,"At current consumption rate, Electronics component stock will reach zero in 10 days without restocking.",low,2.12,2026-01-08,resolved
INC-00187,SUP-010,Bay Area Tech Supplies,North America,Electronics,83.88,"São Paulo, Brazil",On-Time,3.53,26542.35,3413.8,2792.71,inventory,Low inventory alert — Bay Area Tech Supplies components,Stock levels for Electronics components from Bay Area Tech Supplies have dropped below reorder point. Current: 3414 units vs demand forecast: 2793 units.,medium,3.23,2025-08-18,resolved
INC-00188,SUP-003,EuroLogistics Partners,Europe,Logistics,85.34,"Frankfurt, Germany",Customs-Hold,1.95,43566.31,2629.52,1458.37,shipment,EuroLogistics Partners delivery delayed by customs clearance,"Shipment from EuroLogistics Partners held at Frankfurt, Germany customs for 2 days due to documentation issues.",low,2.62,2025-07-21,open
INC-00189,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,76.22,"Mumbai, India",On-Time,0.98,37888.38,863.55,3937.21,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for GlobalTech Components, causing estimated 1-day delay.",high,5.96,2025-10-04,in_progress
INC-00190,SUP-003,EuroLogistics Partners,Europe,Logistics,90.85,"Tokyo, Japan",On-Time,2.55,22965.87,3700.07,3544.08,demand,Demand surge exceeds EuroLogistics Partners capacity,"Q-on-Q demand has increased by 34%, exceeding current supply agreements with EuroLogistics Partners.",low,2.5,2026-01-18,closed
INC-00191,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,37.07,"Dubai, UAE",In-Transit,7.28,30455.12,1860.68,868.59,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Pacific Rim Manufacturing. Compliance timeline: 16 days.,high,6.28,2025-07-30,in_progress
INC-00192,SUP-010,Bay Area Tech Supplies,North America,Electronics,86.51,"Tokyo, Japan",On-Time,3.02,26266.61,904.01,2727.0,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 42% due to fuel surcharges and carrier capacity constraints.,high,6.11,2025-11-01,open
INC-00193,SUP-006,Andean Resources Ltd,South America,Raw Materials,76.92,"Frankfurt, Germany",On-Time,0.6,24166.67,732.44,1596.47,supplier,Andean Resources Ltd reliability score degradation,"Supplier Andean Resources Ltd has shown a pattern of late deliveries over the past 30 days, averaging 0.6 days behind schedule.",high,6.61,2025-09-05,in_progress
INC-00194,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,60.76,"Frankfurt, Germany",In-Transit,12.45,25903.05,315.38,1500.25,supplier,Gulf Region Distributors quality control hold,Batch from Gulf Region Distributors placed on quality hold pending inspection. 315 units temporarily unavailable.,high,6.87,2025-06-06,in_progress
INC-00195,SUP-008,Nordic Cold Chain,Europe,Logistics,89.93,"Rotterdam, Netherlands",On-Time,0.81,3635.62,3817.23,1239.15,shipment,Weather-related disruption — Europe,"Severe weather event in Europe has disrupted logistics for Nordic Cold Chain, causing estimated 1-day delay.",low,2.1,2025-10-20,open
INC-00196,SUP-010,Bay Area Tech Supplies,North America,Electronics,89.51,"Houston, USA",On-Time,3.8,45633.99,1865.97,3308.18,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 34% due to fuel surcharges and carrier capacity constraints.,medium,3.6,2025-06-23,open
INC-00197,SUP-008,Nordic Cold Chain,Europe,Logistics,91.2,"Rotterdam, Netherlands",On-Time,1.79,6610.1,4333.19,557.81,supplier,Geopolitical risk — Europe trade route,New regulatory requirements in Europe affecting imports from Nordic Cold Chain. Compliance timeline: 19 days.,low,2.27,2025-10-01,open
INC-00198,SUP-010,Bay Area Tech Supplies,North America,Electronics,85.18,"Tokyo, Japan",On-Time,2.88,12967.96,343.82,1468.18,demand,Demand surge exceeds Bay Area Tech Supplies capacity,"Q-on-Q demand has increased by 40%, exceeding current supply agreements with Bay Area Tech Supplies.",high,6.65,2025-10-23,closed
INC-00199,SUP-009,Midwest Components Inc,North America,Electronics,77.51,"Dubai, UAE",On-Time,4.52,7046.93,4815.72,3164.2,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 58% due to fuel surcharges and carrier capacity constraints.,medium,3.29,2025-07-02,open
INC-00200,SUP-004,NorAm Supply Chain,North America,Packaging,65.54,"Chicago, USA",On-Time,0.71,27941.31,2908.26,1148.0,inventory,Low inventory alert — NorAm Supply Chain components,Stock levels for Packaging components from NorAm Supply Chain have dropped below reorder point. Current: 2908 units vs demand forecast: 1148 units.,low,1.81,2025-12-31,resolved
INC-00201,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,54.51,"Houston, USA",On-Time,0.0,26098.87,2465.82,2369.63,inventory,Low inventory alert — Gulf Region Distributors components,Stock levels for Manufacturing components from Gulf Region Distributors have dropped below reorder point. Current: 2466 units vs demand forecast: 2370 units.,low,2.59,2025-07-19,in_progress
INC-00202,SUP-004,NorAm Supply Chain,North America,Packaging,74.15,"Tokyo, Japan",In-Transit,5.21,28219.89,1648.18,1206.01,shipment,NorAm Supply Chain delivery delayed by customs clearance,"Shipment from NorAm Supply Chain held at Tokyo, Japan customs for 5 days due to documentation issues.",medium,3.09,2026-03-09,resolved
INC-00203,SUP-008,Nordic Cold Chain,Europe,Logistics,100.0,"Rotterdam, Netherlands",On-Time,0.92,10373.13,2309.76,3968.17,demand,Demand surge exceeds Nordic Cold Chain capacity,"Q-on-Q demand has increased by 65%, exceeding current supply agreements with Nordic Cold Chain.",medium,3.32,2026-01-07,open
INC-00204,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,42.86,"Sydney, Australia",Delayed,8.54,21707.72,4523.81,745.55,supplier,Pacific Rim Manufacturing quality control hold,Batch from Pacific Rim Manufacturing placed on quality hold pending inspection. 4524 units temporarily unavailable.,high,6.81,2025-12-21,resolved
INC-00205,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,50.69,"Shanghai, China",In-Transit,12.35,9033.09,1169.64,2751.93,supplier,Pacific Rim Manufacturing reliability score degradation,"Supplier Pacific Rim Manufacturing has shown a pattern of late deliveries over the past 30 days, averaging 12.3 days behind schedule.",high,6.46,2025-06-06,open
INC-00206,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,68.67,"Los Angeles, USA",Delayed,13.1,7469.68,1869.43,1267.1,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 21 days without restocking.",high,6.63,2025-12-14,in_progress
INC-00207,SUP-003,EuroLogistics Partners,Europe,Logistics,80.56,"Frankfurt, Germany",On-Time,1.79,35288.24,799.3,1705.67,inventory,Low inventory alert — EuroLogistics Partners components,Stock levels for Logistics components from EuroLogistics Partners have dropped below reorder point. Current: 799 units vs demand forecast: 1706 units.,high,6.68,2026-05-19,in_progress
INC-00208,SUP-006,Andean Resources Ltd,South America,Raw Materials,83.23,"Tokyo, Japan",On-Time,2.9,9411.0,1420.99,428.57,shipment,Andean Resources Ltd delivery delayed by customs clearance,"Shipment from Andean Resources Ltd held at Tokyo, Japan customs for 3 days due to documentation issues.",low,2.7,2026-03-12,resolved
INC-00209,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,59.89,"Frankfurt, Germany",Critical,15.67,11998.27,1989.17,2620.06,supplier,Geopolitical risk — Middle East trade route,New regulatory requirements in Middle East affecting imports from Gulf Region Distributors. Compliance timeline: 10 days.,critical,7.64,2025-10-02,open
INC-00210,SUP-006,Andean Resources Ltd,South America,Raw Materials,81.43,"Los Angeles, USA",On-Time,2.86,47623.14,2863.48,1525.11,shipment,Andean Resources Ltd delivery delayed by customs clearance,"Shipment from Andean Resources Ltd held at Los Angeles, USA customs for 3 days due to documentation issues.",low,2.17,2026-05-17,open
INC-00211,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,60.42,"Mumbai, India",Critical,20.15,52280.04,2019.98,1217.3,supplier,Gulf Region Distributors quality control hold,Batch from Gulf Region Distributors placed on quality hold pending inspection. 2020 units temporarily unavailable.,critical,7.66,2026-06-01,in_progress
INC-00212,SUP-009,Midwest Components Inc,North America,Electronics,66.99,"Mumbai, India",On-Time,3.12,18425.06,2580.96,892.47,inventory,Low inventory alert — Midwest Components Inc components,Stock levels for Electronics components from Midwest Components Inc have dropped below reorder point. Current: 2581 units vs demand forecast: 892 units.,medium,3.62,2025-08-20,in_progress
INC-00213,SUP-004,NorAm Supply Chain,North America,Packaging,66.98,"Sydney, Australia",Delayed,7.3,25027.63,2294.19,2474.45,shipment,NorAm Supply Chain delivery delayed by customs clearance,"Shipment from NorAm Supply Chain held at Sydney, Australia customs for 7 days due to documentation issues.",high,6.92,2025-11-07,resolved
INC-00214,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,78.37,"São Paulo, Brazil",In-Transit,10.86,29719.28,3925.79,2910.99,inventory,Low inventory alert — GlobalTech Components components,Stock levels for Electronics components from GlobalTech Components have dropped below reorder point. Current: 3926 units vs demand forecast: 2911 units.,high,7.04,2025-08-26,open
INC-00215,SUP-006,Andean Resources Ltd,South America,Raw Materials,80.4,"Frankfurt, Germany",On-Time,1.53,5385.22,3576.0,2348.94,supplier,Geopolitical risk — South America trade route,New regulatory requirements in South America affecting imports from Andean Resources Ltd. Compliance timeline: 13 days.,low,1.33,2025-07-11,open
INC-00216,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,59.55,"Shanghai, China",Customs-Hold,0.0,37728.38,620.9,2989.04,shipment,Port congestion affecting Gulf Region Distributors shipments,"Congestion at Shanghai, China port is causing 0-day delays for all Gulf Region Distributors shipments.",high,6.27,2025-06-03,open
INC-00217,SUP-003,EuroLogistics Partners,Europe,Logistics,96.96,"Rotterdam, Netherlands",On-Time,0.37,31301.83,4574.04,2988.6,demand,Demand surge exceeds EuroLogistics Partners capacity,"Q-on-Q demand has increased by 28%, exceeding current supply agreements with EuroLogistics Partners.",low,2.65,2026-01-02,in_progress
INC-00218,SUP-006,Andean Resources Ltd,South America,Raw Materials,84.47,"Chicago, USA",In-Transit,5.95,4791.62,1154.77,2111.52,demand,Demand surge exceeds Andean Resources Ltd capacity,"Q-on-Q demand has increased by 14%, exceeding current supply agreements with Andean Resources Ltd.",medium,3.65,2025-06-25,in_progress
INC-00219,SUP-008,Nordic Cold Chain,Europe,Logistics,95.34,"São Paulo, Brazil",On-Time,0.82,31881.76,1554.35,2528.6,shipment,Transportation cost spike on Europe routes,Freight costs from Europe increased by 43% due to fuel surcharges and carrier capacity constraints.,medium,4.46,2026-01-25,in_progress
INC-00220,SUP-004,NorAm Supply Chain,North America,Packaging,71.79,"Shanghai, China",Critical,14.23,3267.24,2730.65,2580.17,supplier,NorAm Supply Chain quality control hold,Batch from NorAm Supply Chain placed on quality hold pending inspection. 2731 units temporarily unavailable.,critical,9.2,2026-05-23,resolved
INC-00221,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,62.88,"Houston, USA",Delayed,12.83,14622.88,2485.54,333.59,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 4 days without restocking.",high,6.33,2025-08-13,open
INC-00222,SUP-008,Nordic Cold Chain,Europe,Logistics,94.08,"Tokyo, Japan",On-Time,0.77,7065.58,710.89,3297.86,shipment,Transportation cost spike on Europe routes,Freight costs from Europe increased by 41% due to fuel surcharges and carrier capacity constraints.,high,6.08,2025-07-10,closed
INC-00223,SUP-006,Andean Resources Ltd,South America,Raw Materials,83.47,Singapore,On-Time,2.28,46090.69,1664.95,1865.76,inventory,Low inventory alert — Andean Resources Ltd components,Stock levels for Raw Materials components from Andean Resources Ltd have dropped below reorder point. Current: 1665 units vs demand forecast: 1866 units.,low,1.31,2025-09-29,open
INC-00224,SUP-008,Nordic Cold Chain,Europe,Logistics,87.01,"Frankfurt, Germany",On-Time,0.91,30404.0,4824.94,909.78,demand,Demand surge exceeds Nordic Cold Chain capacity,"Q-on-Q demand has increased by 25%, exceeding current supply agreements with Nordic Cold Chain.",low,2.65,2025-11-06,resolved
INC-00225,SUP-010,Bay Area Tech Supplies,North America,Electronics,92.2,"Chicago, USA",On-Time,2.81,19373.06,501.5,1068.05,supplier,Bay Area Tech Supplies reliability score degradation,"Supplier Bay Area Tech Supplies has shown a pattern of late deliveries over the past 30 days, averaging 2.8 days behind schedule.",high,5.56,2025-12-01,in_progress
INC-00226,SUP-008,Nordic Cold Chain,Europe,Logistics,86.07,"Shanghai, China",On-Time,0.58,7020.44,554.44,3195.86,shipment,Transportation cost spike on Europe routes,Freight costs from Europe increased by 13% due to fuel surcharges and carrier capacity constraints.,critical,9.15,2025-08-03,open
INC-00227,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,41.64,"Frankfurt, Germany",In-Transit,10.0,45075.6,157.91,351.44,inventory,Low inventory alert — Pacific Rim Manufacturing components,Stock levels for Raw Materials components from Pacific Rim Manufacturing have dropped below reorder point. Current: 158 units vs demand forecast: 351 units.,high,5.59,2026-04-28,in_progress
INC-00228,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,75.22,"Chicago, USA",Delayed,7.91,45549.33,2005.24,214.98,demand,Demand surge exceeds GlobalTech Components capacity,"Q-on-Q demand has increased by 20%, exceeding current supply agreements with GlobalTech Components.",high,6.06,2026-05-17,open
INC-00229,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,66.78,"Shanghai, China",On-Time,1.77,36305.76,2519.51,3542.84,inventory,Stockout risk for Electronics components,"At current consumption rate, Electronics component stock will reach zero in 13 days without restocking.",low,1.5,2026-02-02,closed
INC-00230,SUP-009,Midwest Components Inc,North America,Electronics,74.19,"São Paulo, Brazil",On-Time,0.0,43441.54,1827.6,2223.62,supplier,Midwest Components Inc reliability score degradation,"Supplier Midwest Components Inc has shown a pattern of late deliveries over the past 30 days, averaging 0.0 days behind schedule.",low,1.05,2026-02-05,in_progress
INC-00231,SUP-004,NorAm Supply Chain,North America,Packaging,73.97,"Tokyo, Japan",Delayed,8.04,16889.43,4052.84,1939.57,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 65% due to fuel surcharges and carrier capacity constraints.,high,6.81,2025-12-02,open
INC-00232,SUP-009,Midwest Components Inc,North America,Electronics,74.52,"São Paulo, Brazil",On-Time,0.0,4963.16,4982.14,955.71,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 61% due to fuel surcharges and carrier capacity constraints.,low,2.19,2025-12-17,closed
INC-00233,SUP-006,Andean Resources Ltd,South America,Raw Materials,80.03,"Rotterdam, Netherlands",On-Time,3.09,39129.72,4740.42,2298.07,inventory,Stockout risk for Raw Materials components,"At current consumption rate, Raw Materials component stock will reach zero in 25 days without restocking.",medium,3.62,2026-03-17,in_progress
INC-00234,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,75.07,"Rotterdam, Netherlands",Delayed,5.67,13596.87,2655.92,102.67,shipment,Port congestion affecting GlobalTech Components shipments,"Congestion at Rotterdam, Netherlands port is causing 6-day delays for all GlobalTech Components shipments.",medium,3.12,2026-04-12,open
INC-00235,SUP-010,Bay Area Tech Supplies,North America,Electronics,82.22,"São Paulo, Brazil",On-Time,1.3,7878.79,2655.16,1523.07,shipment,Port congestion affecting Bay Area Tech Supplies shipments,"Congestion at São Paulo, Brazil port is causing 1-day delays for all Bay Area Tech Supplies shipments.",low,1.6,2025-07-09,open
INC-00236,SUP-003,EuroLogistics Partners,Europe,Logistics,87.41,"Mumbai, India",On-Time,0.13,35881.1,2461.64,1337.41,shipment,Transportation cost spike on Europe routes,Freight costs from Europe increased by 48% due to fuel surcharges and carrier capacity constraints.,low,2.33,2026-05-30,closed
INC-00237,SUP-003,EuroLogistics Partners,Europe,Logistics,82.13,"Tokyo, Japan",On-Time,2.33,17609.42,929.66,107.01,shipment,EuroLogistics Partners delivery delayed by customs clearance,"Shipment from EuroLogistics Partners held at Tokyo, Japan customs for 2 days due to documentation issues.",low,1.36,2026-05-27,open
INC-00238,SUP-010,Bay Area Tech Supplies,North America,Electronics,84.17,"São Paulo, Brazil",On-Time,4.0,51644.45,746.18,3006.84,inventory,Low inventory alert — Bay Area Tech Supplies components,Stock levels for Electronics components from Bay Area Tech Supplies have dropped below reorder point. Current: 746 units vs demand forecast: 3007 units.,high,7.14,2025-10-01,resolved
INC-00239,SUP-006,Andean Resources Ltd,South America,Raw Materials,75.29,"Houston, USA",On-Time,4.05,15225.67,385.58,1100.97,supplier,Andean Resources Ltd reliability score degradation,"Supplier Andean Resources Ltd has shown a pattern of late deliveries over the past 30 days, averaging 4.0 days behind schedule.",high,7.27,2025-07-27,in_progress
INC-00240,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,58.12,"Rotterdam, Netherlands",Delayed,12.09,45926.77,3954.21,2354.42,demand,Demand surge exceeds Southeast Asia Textiles capacity,"Q-on-Q demand has increased by 19%, exceeding current supply agreements with Southeast Asia Textiles.",high,5.54,2026-05-19,open
INC-00241,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,47.73,"São Paulo, Brazil",In-Transit,13.95,21899.27,3673.33,2233.48,shipment,Pacific Rim Manufacturing delivery delayed by customs clearance,"Shipment from Pacific Rim Manufacturing held at São Paulo, Brazil customs for 14 days due to documentation issues.",high,6.36,2025-07-19,resolved
INC-00242,SUP-003,EuroLogistics Partners,Europe,Logistics,83.83,"Houston, USA",On-Time,0.53,4838.45,1688.92,3900.15,demand,Demand surge exceeds EuroLogistics Partners capacity,"Q-on-Q demand has increased by 40%, exceeding current supply agreements with EuroLogistics Partners.",high,6.09,2025-12-28,open
INC-00243,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,67.06,"Dubai, UAE",In-Transit,6.86,28020.26,319.8,114.88,shipment,Transportation cost spike on Asia-Pacific routes,Freight costs from Asia-Pacific increased by 55% due to fuel surcharges and carrier capacity constraints.,medium,3.19,2025-07-16,open
INC-00244,SUP-003,EuroLogistics Partners,Europe,Logistics,79.12,"Frankfurt, Germany",On-Time,0.0,27099.24,621.77,3161.02,supplier,EuroLogistics Partners quality control hold,Batch from EuroLogistics Partners placed on quality hold pending inspection. 622 units temporarily unavailable.,critical,7.87,2026-01-29,in_progress
INC-00245,SUP-006,Andean Resources Ltd,South America,Raw Materials,79.59,"Shanghai, China",Customs-Hold,4.1,25306.24,1353.83,3364.61,shipment,Port congestion affecting Andean Resources Ltd shipments,"Congestion at Shanghai, China port is causing 4-day delays for all Andean Resources Ltd shipments.",high,7.12,2026-03-17,in_progress
INC-00246,SUP-010,Bay Area Tech Supplies,North America,Electronics,83.25,"Frankfurt, Germany",On-Time,2.63,22516.62,2636.78,3865.95,supplier,Bay Area Tech Supplies quality control hold,Batch from Bay Area Tech Supplies placed on quality hold pending inspection. 2637 units temporarily unavailable.,medium,4.81,2026-05-19,resolved
INC-00247,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,61.26,"Frankfurt, Germany",On-Time,4.41,44423.87,3403.8,2519.07,shipment,Transportation cost spike on Asia-Pacific routes,Freight costs from Asia-Pacific increased by 20% due to fuel surcharges and carrier capacity constraints.,medium,3.25,2025-08-02,in_progress
INC-00248,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,50.33,"São Paulo, Brazil",Delayed,11.83,54855.27,3154.77,3353.02,inventory,Low inventory alert — Pacific Rim Manufacturing components,Stock levels for Raw Materials components from Pacific Rim Manufacturing have dropped below reorder point. Current: 3155 units vs demand forecast: 3353 units.,high,6.28,2025-10-12,in_progress
INC-00249,SUP-009,Midwest Components Inc,North America,Electronics,68.15,"Tokyo, Japan",In-Transit,7.5,26282.33,4373.66,3167.55,supplier,Midwest Components Inc reliability score degradation,"Supplier Midwest Components Inc has shown a pattern of late deliveries over the past 30 days, averaging 7.5 days behind schedule.",high,5.8,2026-04-17,in_progress
INC-00250,SUP-010,Bay Area Tech Supplies,North America,Electronics,83.62,"Mumbai, India",On-Time,0.0,51021.19,2835.28,493.86,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Bay Area Tech Supplies, causing estimated 0-day delay.",low,2.14,2025-10-26,in_progress
INC-00251,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,74.38,"São Paulo, Brazil",In-Transit,7.19,34766.96,3420.02,1666.71,demand,Demand surge exceeds GlobalTech Components capacity,"Q-on-Q demand has increased by 48%, exceeding current supply agreements with GlobalTech Components.",high,7.29,2025-12-21,open
INC-00252,SUP-006,Andean Resources Ltd,South America,Raw Materials,80.75,"Rotterdam, Netherlands",On-Time,1.46,16858.37,2483.52,2815.11,shipment,Port congestion affecting Andean Resources Ltd shipments,"Congestion at Rotterdam, Netherlands port is causing 1-day delays for all Andean Resources Ltd shipments.",low,1.54,2025-07-22,in_progress
INC-00253,SUP-010,Bay Area Tech Supplies,North America,Electronics,81.03,"São Paulo, Brazil",On-Time,1.33,13203.7,4128.65,2989.68,demand,Demand surge exceeds Bay Area Tech Supplies capacity,"Q-on-Q demand has increased by 55%, exceeding current supply agreements with Bay Area Tech Supplies.",low,2.42,2026-02-21,in_progress
INC-00254,SUP-003,EuroLogistics Partners,Europe,Logistics,89.16,"Shanghai, China",On-Time,0.0,32139.63,910.0,3513.2,shipment,Transportation cost spike on Europe routes,Freight costs from Europe increased by 24% due to fuel surcharges and carrier capacity constraints.,high,6.05,2025-09-12,closed
INC-00255,SUP-008,Nordic Cold Chain,Europe,Logistics,84.9,"Frankfurt, Germany",On-Time,0.78,8565.26,201.29,1552.62,shipment,Port congestion affecting Nordic Cold Chain shipments,"Congestion at Frankfurt, Germany port is causing 1-day delays for all Nordic Cold Chain shipments.",critical,8.19,2026-04-02,closed
INC-00256,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,57.95,"Rotterdam, Netherlands",On-Time,1.46,17108.68,1963.5,735.34,demand,Demand surge exceeds Gulf Region Distributors capacity,"Q-on-Q demand has increased by 57%, exceeding current supply agreements with Gulf Region Distributors.",low,2.3,2026-03-21,in_progress
INC-00257,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,80.62,"Tokyo, Japan",On-Time,0.0,38156.59,2396.78,616.02,demand,Demand surge exceeds GlobalTech Components capacity,"Q-on-Q demand has increased by 54%, exceeding current supply agreements with GlobalTech Components.",low,2.43,2025-08-29,resolved
INC-00258,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,53.69,"Mumbai, India",Delayed,11.34,20481.59,1297.39,1920.12,shipment,Gulf Region Distributors delivery delayed by customs clearance,"Shipment from Gulf Region Distributors held at Mumbai, India customs for 11 days due to documentation issues.",high,6.52,2026-05-14,resolved
INC-00259,SUP-006,Andean Resources Ltd,South America,Raw Materials,72.78,"Dubai, UAE",On-Time,2.14,16981.87,3437.85,1978.78,demand,Demand surge exceeds Andean Resources Ltd capacity,"Q-on-Q demand has increased by 45%, exceeding current supply agreements with Andean Resources Ltd.",low,1.38,2025-11-21,in_progress
INC-00260,SUP-004,NorAm Supply Chain,North America,Packaging,72.31,"Los Angeles, USA",On-Time,2.43,44525.28,3020.16,2676.07,demand,Demand surge exceeds NorAm Supply Chain capacity,"Q-on-Q demand has increased by 50%, exceeding current supply agreements with NorAm Supply Chain.",low,2.81,2026-05-16,in_progress
INC-00261,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,60.45,"Rotterdam, Netherlands",On-Time,0.55,54721.95,4089.27,1438.35,shipment,Port congestion affecting Southeast Asia Textiles shipments,"Congestion at Rotterdam, Netherlands port is causing 1-day delays for all Southeast Asia Textiles shipments.",low,2.01,2026-06-02,closed
INC-00262,SUP-003,EuroLogistics Partners,Europe,Logistics,93.51,"Houston, USA",On-Time,0.0,11600.2,533.14,598.98,shipment,Port congestion affecting EuroLogistics Partners shipments,"Congestion at Houston, USA port is causing 0-day delays for all EuroLogistics Partners shipments.",low,2.31,2025-10-12,open
INC-00263,SUP-006,Andean Resources Ltd,South America,Raw Materials,80.69,"Dubai, UAE",Delayed,8.39,24285.05,4439.88,1549.56,supplier,Geopolitical risk — South America trade route,New regulatory requirements in South America affecting imports from Andean Resources Ltd. Compliance timeline: 6 days.,high,6.66,2026-03-28,in_progress
INC-00264,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,41.76,"Shanghai, China",Delayed,12.99,8350.24,3419.45,2166.37,shipment,Port congestion affecting Pacific Rim Manufacturing shipments,"Congestion at Shanghai, China port is causing 13-day delays for all Pacific Rim Manufacturing shipments.",high,6.32,2025-12-30,in_progress
INC-00265,SUP-008,Nordic Cold Chain,Europe,Logistics,98.19,"São Paulo, Brazil",On-Time,1.58,11558.91,450.02,1397.25,supplier,Nordic Cold Chain reliability score degradation,"Supplier Nordic Cold Chain has shown a pattern of late deliveries over the past 30 days, averaging 1.6 days behind schedule.",high,6.65,2025-08-31,open
INC-00266,SUP-008,Nordic Cold Chain,Europe,Logistics,93.91,"Frankfurt, Germany",On-Time,0.0,8858.52,2196.87,1774.7,shipment,Port congestion affecting Nordic Cold Chain shipments,"Congestion at Frankfurt, Germany port is causing 0-day delays for all Nordic Cold Chain shipments.",low,2.9,2026-01-07,open
